2025 Annual Registration (RSO),,,,,
,,,,,
SubmissionId,DateCreated,Status,Comment,OrganizationType,"How many members are in your student organization? Please use a numerical value (For example,do not use ""n/a"",use ""0"" instead)."
73891031,2/19/2025 17:09,Approved,,Registered Student Organizations,13
72193809,1/16/2025 9:08,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING/CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,13
73442588,2/11/2025 13:51,Denied,"Your application has been denied because the organization name listed on your application is different than organization name on file with Student Activities. Please re-submit your application using the organization name on file with Student Activities, “Texas Law Federal Bar Association”. You will receive a notification once your application has been approved. If you have any questions, or if you would like more information on how to change your organization’s name, please email soc@austin.utexas.edu.  Your application has been denied because in the “Membership” section of your application, you stated that your organization has 39 members, but the “Roster” section of your application has 19 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,39
74284852,2/26/2025 21:51,Pending,,Registered Student Organizations,20
72289141,1/19/2025 16:13,Approved,,Registered Student Organizations,156
72155837,1/15/2025 1:29,Approved,,Registered Student Organizations,20
72482326,1/23/2025 21:14,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 78 members, but the “Roster” section of your application has 39 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,78
72411569,1/22/2025 15:52,Approved,,Registered Student Organizations,13
72137081,1/14/2025 16:02,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 30 members, but the “Roster” section of your application has 13 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,30
71826898,1/2/2025 12:29,Approved,,Registered Student Organizations,20
71824907,1/2/2025 10:18,Approved,,Registered Student Organizations,10
73712774,2/16/2025 15:27,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 105 members, but the “Roster” section of your application has 57 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,105
74085833,2/23/2025 18:42,Approved,,Registered Student Organizations,68
72630729,1/27/2025 10:35,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 30members, but the “Roster” section of your application has 16 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,30
73889551,2/19/2025 16:38,Approved,,Registered Student Organizations,85
73566473,2/13/2025 15:17,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is missing this particular section: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,85
73837672,2/18/2025 18:40,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is missing this particular section: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,85
74361247,2/28/2025 13:11,Approved,,Registered Student Organizations,29
73717958,2/16/2025 21:46,Approved,,Registered Student Organizations,178
72610545,1/26/2025 21:38,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 100 members, but the “Roster” section of your application has 141 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   Your application has also been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING/ELECTIONS/CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,100
72912138,2/1/2025 19:29,Approved,,Registered Student Organizations,141
74113965,2/24/2025 10:16,Pending,,Registered Student Organizations,10
73053542,2/5/2025 0:47,Approved,,Registered Student Organizations,131
72507582,1/24/2025 12:10,Denied,"Your application has been denied because your organization’s constitution is missing the following sections: STATEMENT OF COMPLIANCE and PROHIBITION OF HAZING. Additionally, your organization's CONSTITUTION AMENDMENTS section is missing the following clause: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance revising these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,56
74270149,2/26/2025 16:03,Approved,,Registered Student Organizations,30
72815343,1/30/2025 17:09,Approved,,Registered Student Organizations,234
72030144,1/11/2025 21:11,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 320 members, but the “Roster” section of your application has only 53 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,320
72292243,1/19/2025 18:00,Approved,,Registered Student Organizations,20
73113204,2/5/2025 18:15,Approved,,Registered Student Organizations,36
74223228,2/25/2025 21:15,Approved,,Registered Student Organizations,40
73035270,2/4/2025 11:52,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 100 members, but the “Roster” section of your application has 43 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,100
74226298,2/25/2025 21:11,Approved,,Registered Student Organizations,40
74352570,2/28/2025 9:50,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance in drafting these sections - even if your constitution touched on these topics, there is specific verbiage that must be present in your constitution for your organization be approved. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,40
74332082,2/27/2025 20:50,Pending,,Registered Student Organizations,20
72421078,1/22/2025 19:12,Pending,,Registered Student Organizations,100+
71964412,1/9/2025 14:16,Approved,,Registered Student Organizations,60
71844801,1/3/2025 12:18,Approved,,Registered Student Organizations,50
74383188,2/28/2025 23:35,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance in drafting these sections. In addition, in your ""Membership"" section, you stated your organization has 15 members, but your roster reflects 11. Please add the remaining members and incorporate the above information into your constitution before resubmitting your annual registration form. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,15
74048778,2/22/2025 17:12,Denied,"Your application has been denied because your organization’s constitution is missing the following section: CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,305
74036173,2/22/2025 9:31,Approved,,Registered Student Organizations,50
72298024,1/19/2025 22:30,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,50
72579491,1/26/2025 3:36,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is missing this particular section: ""All amendments or changes to this constitution must be reflected in an updated constitution that must besubmitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,50
74285685,2/28/2025 20:13,Pending,,Registered Student Organizations,21
72470716,1/23/2025 15:38,Approved,,Registered Student Organizations,30
72404859,1/22/2025 13:35,Approved,,Registered Student Organizations,18
74445584,3/2/2025 18:39,Approved,,Registered Student Organizations,25
74337966,2/27/2025 23:40,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 50 members, but the “Roster” section of your application has 23 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,50
73309487,2/9/2025 14:30,Approved,,Registered Student Organizations,33
71824899,1/2/2025 10:21,Approved,,Registered Student Organizations,10
72243371,1/17/2025 18:13,Approved,,Registered Student Organizations,12
72023327,1/11/2025 17:03,Approved,,Registered Student Organizations,21
74215062,2/25/2025 20:46,Approved,,Registered Student Organizations,21
72203334,1/16/2025 13:53,Approved,,Registered Student Organizations,388
74113108,2/24/2025 10:14,Pending,,Registered Student Organizations,45
72070154,1/13/2025 2:46,Pending,,Registered Student Organizations,10
71917740,1/7/2025 13:02,Approved,,Registered Student Organizations,11
71879712,1/5/2025 15:21,Approved,,Registered Student Organizations,40
74143151,2/24/2025 18:16,Denied,"Your application has been denied because there is a trademark violation in your application. Your LinkTree and Instagram URLs include a trademark of the university. UT Austin is a trademark of the university and cannot precede the name of the student organization. Alternatively, mapout, would be an acceptable URL. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,15
74203199,2/25/2025 14:27,Approved,,Registered Student Organizations,15
73308624,2/9/2025 13:02,Approved,,Registered Student Organizations,10
74332007,2/27/2025 21:02,Approved,,Registered Student Organizations,25
72795564,1/30/2025 10:23,Approved,,Registered Student Organizations,21
72738874,1/29/2025 9:33,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 20 members, but the “Roster” section of your application has 11 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,20
72187324,1/16/2025 13:19,Approved,,Registered Student Organizations,115
72081169,1/13/2025 11:01,Approved,,Registered Student Organizations,16
72174244,1/15/2025 18:29,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 15 members, but the “Roster” section of your application has 79 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,15
71940075,1/8/2025 15:45,Approved,,Registered Student Organizations,15
74267875,2/27/2025 18:59,Denied,"Your application has been denied because there is a trademark violation in your application. Your organization's logo contains the use of the UT Tower, which is a trademark of the university and can't be used by registered student organizations. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,16
74445823,3/2/2025 18:46,Approved,,Registered Student Organizations,16
73566113,2/14/2025 9:39,Approved,,Registered Student Organizations,46
73522066,2/12/2025 22:07,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 43 members, but the “Roster” section of your application has 20 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,43
72475046,1/23/2025 17:40,Approved,,Registered Student Organizations,14
73521532,2/12/2025 21:19,Approved,,Registered Student Organizations,75
72480991,1/23/2025 20:18,Approved,,Registered Student Organizations,109
71843861,1/8/2025 11:20,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 150 members, but the “Roster” section of your application has 109 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,150
72758317,1/29/2025 15:30,Approved,,Registered Student Organizations,28
72634522,1/27/2025 12:05,Denied,"Your application has been denied because your organization’s constitution has an issue with the following section(s): CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is missing this particular section: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,28
72755851,1/29/2025 14:53,Approved,,Registered Student Organizations,37
72298850,1/19/2025 23:04,Denied,"Your application has been denied because your organization’s constitution has an issue with the following section(s): CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu. ",Registered Student Organizations,37
74204279,2/25/2025 14:58,Approved,,Registered Student Organizations,36
73226210,2/7/2025 19:31,Approved,,Registered Student Organizations,10
71966402,1/9/2025 15:27,Approved,,Registered Student Organizations,16
74126194,2/24/2025 13:29,Approved,,Registered Student Organizations,18
74349993,2/28/2025 8:24,Approved,,Registered Student Organizations,14
74046351,2/22/2025 15:14,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 30 members, but the “Roster” section of your application has 14 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,30
74270280,2/26/2025 15:58,Pending,,Registered Student Organizations,35
73381888,2/10/2025 15:41,Denied,"Your organization’s roster includes fewer than ten members. The University requires that student organizations have a minimum of ten members and that the full organization roster be posted on HornsLink. Please update your roster to include all of the members of your organization. Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,8
74288988,2/27/2025 1:02,Approved,,Registered Student Organizations,60
73518527,2/12/2025 19:30,Approved,,Registered Student Organizations,14
74232565,2/26/2025 0:44,Approved,,Registered Student Organizations,73
73050956,2/4/2025 16:28,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 20 members, but the “Roster” section of your application has 71 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,20
72417987,1/22/2025 17:54,Approved,,Registered Student Organizations,15
71914499,1/7/2025 12:17,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 39 members, but the “Roster” section of your application has 15 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,39
72634735,1/27/2025 11:42,Approved,,Registered Student Organizations,10
71904347,1/6/2025 18:03,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 20 members, but the “Roster” section of your application has 10 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   Your application has been denied because there is a trademark violation in your application. The use of ""University of Texas"" at the front of the name ""University of Texas OCF"" on Facebook is a trademark violation. The use of ""University of Texas"" at the beginning of an organization name is a trademark of the university and cannot be used by student organizations. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.    ",Registered Student Organizations,20
74272145,2/26/2025 16:40,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Additionally, your application has been denied because there is a trademark violation in your application. The longhorn symbol in the organization's profile photo is a trademark of the university and cannot be used by student organizations. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.    ",Registered Student Organizations,46
71917197,1/7/2025 12:42,Approved,,Registered Student Organizations,83
73452754,2/11/2025 16:30,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 158 members, but the “Roster” section of your application has 30 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Additionally, your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, ELECTIONS and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once all of your members are listed on your roster and have amended your constitution, please upload the revised copy to your application and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,158
73839684,2/18/2025 22:55,Approved,,Registered Student Organizations,63
73000050,2/3/2025 18:13,Approved,,Registered Student Organizations,65
73509242,2/12/2025 16:15,Denied,"Your application has been denied because there is a trademark violation in your application. ""UT""/""ut"" in front of an organization name (UT PALS on Linkedin) is a trademark of the university and cannot be used by student organizations. Student organizations can only use ""UT Austin"" if it is followed by your organization name and ""at"" (example: PALS at UT AUSTIN). Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,25
74312330,2/27/2025 12:41,Approved,,Registered Student Organizations,25
73462042,2/11/2025 19:20,Denied,"Your application has been denied because there is a trademark violation in your application. ""UT""/""ut"" in front of an organization name (UT PALS on Instagram) is a trademark of the university and cannot be used by student organizations. Student organizations can only use ""UT Austin"" if it is followed by your organization name and ""at"" (example: PALS at UT AUSTIN). Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,25
72147566,1/14/2025 20:25,Approved,,Registered Student Organizations,79
71968767,1/9/2025 16:43,Denied,Hey! The constitution word document is unreadable and cannot be opened. Please submit a PDF version of your constitution. Thank you so much!,Registered Student Organizations,20
73161017,2/6/2025 15:19,Approved,,Registered Student Organizations,20
72755242,1/29/2025 14:50,Denied,"Your application has been denied because your organization’s constitution has an issue with(s): CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,20
72411797,1/22/2025 15:55,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,20
74262430,2/26/2025 13:26,Approved,,Registered Student Organizations,10
72409177,1/22/2025 15:02,Approved,,Registered Student Organizations,91
71915504,1/7/2025 11:23,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 140 members, but the “Roster” section of your application has 91 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,140
74120026,2/24/2025 11:49,Approved,,Registered Student Organizations,27
73762829,2/17/2025 14:12,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 67 members, but the “Roster” section of your application has 27 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Additionally, your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is missing this particular section in amendments: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Once all of your members are listed on your roster and have amended your constitution, please upload the revised copy to your application and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,67
73994987,2/21/2025 13:45,Pending,,Registered Student Organizations,180
74356172,2/28/2025 11:37,Pending,,Registered Student Organizations,27
72981064,2/3/2025 12:01,Approved,,Registered Student Organizations,29
72018147,1/11/2025 14:03,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 64 members, but the “Roster” section of your application has 17 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,64
72182023,1/15/2025 19:35,Approved,,New Organizations,13
73714213,2/16/2025 16:22,Approved,,Registered Student Organizations,55
74368566,2/28/2025 16:01,Pending,,Registered Student Organizations,47
72636540,1/27/2025 12:51,Approved,,Registered Student Organizations,13
73172589,2/6/2025 19:42,Approved,,Registered Student Organizations,11
71971664,1/9/2025 18:47,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 90 members, but the “Roster” section of your application has 24 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,90
74219856,2/25/2025 18:50,Approved,,Registered Student Organizations,11
73840550,2/19/2025 14:24,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE, PROHIBITION OF HAZING, and CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Your constitution is also missing this particular section: ""All amendments or changes to this constitution must be reflected in an updated constitution that must be submitted to Student Activities in the Office of the Dean of Students within 14 days of its approval."" Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.",Registered Student Organizations,13
72232080,1/17/2025 11:45,Pending,,Registered Student Organizations,100
74323785,2/28/2025 21:23,Approved,,Registered Student Organizations,140
74379282,2/28/2025 21:20,Approved,,Registered Student Organizations,140
74115014,2/24/2025 10:44,Denied,"Your application has been denied because your organization’s constitution is missing the following section(s): STATEMENT OF COMPLIANCE/PROHIBITION OF HAZING/ELECTIONS/CONSTITUTION AMENDMENTS. Please refer to our Constitution Guidelines (bit.ly/40Cbnnz) if you need assistance drafting these sections. Once you have amended your constitution, please upload the revised copy to your application, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  Your application has been denied because there is a trademark violation in your application. The use of ""UT"" before the organization's title on the organization's Facebook/Meta page is a trademark of the university and cannot be used by student organizations. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.    ",Registered Student Organizations,120
73151945,2/6/2025 12:02,Approved,,Registered Student Organizations,31
73096464,2/5/2025 12:44,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 10 members, but the “Roster” section of your application has 31 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,10
72082071,1/13/2025 11:05,Approved,,Registered Student Organizations,82
73269007,2/8/2025 19:38,Approved,,Registered Student Organizations,20
71989536,1/10/2025 13:01,Approved,,Registered Student Organizations,30
74443168,3/2/2025 17:27,Approved,,Registered Student Organizations,50+
74338652,2/28/2025 0:21,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 50 members, but the “Roster” section of your application has 15 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.   ",Registered Student Organizations,50+
74352687,2/28/2025 10:09,Denied,"Your application has been denied because in the “Membership” section of your application, you stated that your organization has 100 members, but the “Roster” section of your application has 20 members listed. Please update your roster to include all active members of your organization before completing your Annual Registration application. Once all of your members are listed on your roster, please re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.  ",Registered Student Organizations,100
74364008,2/28/2025 14:05,Approved,,Registered Student Organizations,20
72575049,1/26/2025 0:28,Approved,,Registered Student Organizations,20
73384628,2/10/2025 16:17,Approved,,Registered Student Organizations,49
73718567,2/16/2025 20:14,Pending,,Registered Student Organizations,107
73211601,2/7/2025 14:01,Approved,,Registered Student Organizations,13
72599272,1/26/2025 15:40,Denied,"Your application has been denied because there is a trademark violation in your application. Hook ‘em hand sign alone, to amend this you could use a photo of a group of students with the hand sign, for example, is acceptable, or remove the media entirely. The ""Hook'em"" handsign is a trademark of the university and cannot be used by student organizations. Please remove the trademark, and re-submit your Annual Registration application. You will receive a notification once your application has been approved. If you have any questions, please email soc@austin.utexas.edu.    ",Registered Student Organizations,160
72641127,1/27/2025 13:40,Approved,,Registered Student Organizations,160
72090342,1/13/2025 14:36,Approved,,Registered Student Organizations,19
74360597,2/28/2025 12:49,Approved,,Registered Student Organizations,30
74324885,2/27/2025 17:06,Denied,Hi!! We cannot open your constitution file! please reupload with a pdf version ,Registered Student Organizations,45
74362602,2/28/2025 13:29,Approved,,Registered Student Organizations,45
